genre,time_bin,x_centered,y_centered,z_centered
EDM,55.8000,1.5476,9.5133,-1.8779
EDM,55.9000,1.1916,9.3721,-1.8139
EDM,56.0000,1.2962,9.3526,-1.8430
EDM,56.1000,1.0909,9.2696,-1.8265
EDM,56.2000,1.3481,9.2354,-1.8556
EDM,56.3000,1.1797,9.1918,-1.8234
EDM,56.4000,1.1846,9.3170,-1.8385
EDM,56.5000,1.1760,9.4842,-1.8574
EDM,56.6000,1.1693,9.6446,-1.8687
EDM,56.7000,1.1596,9.7180,-1.8637
EDM,56.8000,1.2935,9.8041,-1.8887
EDM,56.9000,0.9854,9.8702,-1.8447
EDM,57.0000,1.1407,9.9892,-1.8608
EDM,57.1000,0.9789,10.0191,-1.8413
EDM,57.2000,1.2269,10.0629,-1.8885
EDM,57.3000,1.0447,9.9992,-1.8628
EDM,57.4000,1.0294,9.9194,-1.8622
EDM,57.5000,1.0463,9.8660,-1.8582
EDM,57.6000,1.0863,9.8252,-1.8565
EDM,57.7000,1.1308,9.7749,-1.8509
EDM,57.8000,1.3192,9.7086,-1.8829
EDM,57.9000,0.9941,9.5874,-1.8394
EDM,58.0000,1.1170,9.4331,-1.8620
EDM,58.1000,0.9615,9.3388,-1.8450
EDM,58.2000,1.3290,9.1981,-1.8832
EDM,58.3000,1.1854,9.0673,-1.8616
EDM,58.4000,1.1648,8.9228,-1.8623
EDM,58.5000,1.1293,8.7497,-1.8556
EDM,58.6000,1.1140,8.5768,-1.8560
EDM,58.7000,1.1151,8.4364,-1.8483
EDM,58.8000,1.3124,8.2869,-1.8348
EDM,58.9000,1.0244,8.1742,-1.7697
EDM,59.0000,1.2467,8.1005,-1.7767
EDM,59.1000,1.1072,8.0915,-1.7559
EDM,59.2000,1.4254,8.1398,-1.7910
EDM,59.3000,1.2629,8.1579,-1.7714
EDM,59.4000,1.2770,8.2279,-1.7805
EDM,59.5000,1.3069,8.2925,-1.7767
EDM,59.6000,1.3374,8.3384,-1.7606
EDM,59.7000,1.3605,8.3947,-1.7514
EDM,59.8000,1.5495,8.4154,-1.7684
EDM,59.9000,1.2352,8.3722,-1.7374
EDM,60.0000,1.3773,8.4121,-1.7700
Meditation,0.0000,1.8967,6.3528,-0.5307
Meditation,0.1000,1.5946,6.4592,-0.5608
Meditation,0.2000,1.7892,6.5127,-0.5499
Meditation,0.3000,1.8631,6.5240,-0.5449
Meditation,0.4000,1.7416,6.4714,-0.5546
Meditation,0.5000,2.1020,6.3368,-0.5283
Meditation,0.6000,1.8513,6.4494,-0.5657
Meditation,0.7000,2.0547,6.4730,-0.5603
Meditation,0.8000,2.0545,6.4569,-0.5669
Meditation,0.9000,1.9042,6.4066,-0.5852
Meditation,1.0000,2.2276,6.2877,-0.5591
Meditation,1.1000,1.9004,6.4211,-0.6093
Meditation,1.2000,2.0511,6.3976,-0.6025
Meditation,1.3000,2.0374,6.2767,-0.6017
Meditation,1.4000,1.8796,6.1546,-0.6233
Meditation,1.5000,2.2122,5.9392,-0.5929
Meditation,1.6000,1.8191,6.0226,-0.6234
Meditation,1.7000,1.9760,5.9775,-0.6051
Meditation,1.8000,1.9409,5.9555,-0.6079
Meditation,1.9000,1.7414,5.9619,-0.6273
Meditation,2.0000,2.0935,5.8772,-0.6174
Meditation,2.1000,1.7194,6.1555,-0.6949
Meditation,2.2000,1.8790,6.2732,-0.7142
Meditation,2.3000,1.8805,6.3828,-0.7333
Meditation,2.4000,1.7531,6.4676,-0.7624
Meditation,2.5000,2.1361,6.3682,-0.7125
Meditation,2.6000,1.7836,6.5607,-0.7544
Meditation,2.7000,1.9367,6.5933,-0.7173
Meditation,2.8000,1.9229,6.6421,-0.7181
Meditation,2.9000,1.7411,6.6761,-0.7372
Meditation,3.0000,2.0361,6.6626,-0.6919
Meditation,3.1000,1.6404,6.7454,-0.7130
Meditation,3.2000,1.7934,6.8109,-0.6887
Meditation,3.3000,1.8065,6.8590,-0.6789
Meditation,3.4000,1.6757,6.7652,-0.6724
Meditation,3.5000,2.0858,6.8149,-0.6357
Meditation,3.6000,1.7095,6.8224,-0.6488
Meditation,3.7000,1.8659,6.9468,-0.6182
Meditation,3.8000,1.8638,6.9442,-0.6065
Meditation,3.9000,1.6682,6.8055,-0.6179
Meditation,4.0000,2.0323,6.8977,-0.6047
Meditation,4.1000,1.6336,6.6182,-0.6089
Meditation,4.2000,1.6965,6.5982,-0.6069
Meditation,4.3000,1.6516,6.5185,-0.6155
Meditation,4.4000,1.4921,6.3999,-0.6375
Meditation,4.5000,1.8480,6.5950,-0.6447
Meditation,4.6000,1.4791,6.3574,-0.6589
Meditation,4.7000,1.6368,6.4179,-0.6675
Meditation,4.8000,1.6442,6.3952,-0.6787
Meditation,4.9000,1.4661,6.3086,-0.6934
Meditation,5.0000,1.8031,6.5883,-0.6943
Meditation,5.1000,1.4423,6.3685,-0.7173
Meditation,5.2000,1.5956,6.4703,-0.7231
Meditation,5.3000,1.6522,6.4622,-0.7206
Meditation,5.4000,1.5802,6.3589,-0.7203
Meditation,5.5000,1.9889,6.6358,-0.7070
Meditation,5.6000,1.6266,6.5471,-0.7280
Meditation,5.7000,1.7783,6.7666,-0.7379
Meditation,5.8000,1.7875,6.9156,-0.7474
Meditation,5.9000,1.6359,6.9605,-0.7486
Meditation,6.0000,1.9384,7.2896,-0.7342
Meditation,6.1000,1.5500,7.1275,-0.7581
Meditation,6.2000,1.6263,7.2735,-0.7560
Meditation,6.3000,1.6278,7.3510,-0.7530
Meditation,6.4000,1.5179,7.3361,-0.7571
Meditation,6.5000,1.9019,7.5430,-0.7431
Meditation,6.6000,1.5321,7.3723,-0.7617
Meditation,6.7000,1.6413,7.5251,-0.7629
Meditation,6.8000,1.6369,7.6050,-0.7640
Meditation,6.9000,1.5003,7.5424,-0.7572
Meditation,7.0000,1.8585,7.7120,-0.7262
Meditation,7.1000,1.4875,7.4953,-0.7472
Meditation,7.2000,1.5683,7.5026,-0.7517
Meditation,7.3000,1.5394,7.4462,-0.7651
Meditation,7.4000,1.4170,7.3713,-0.7741
Meditation,7.5000,1.7854,7.6551,-0.7621
Meditation,7.6000,1.4690,7.4781,-0.7840
Meditation,7.7000,1.6519,7.6100,-0.7870
Meditation,7.8000,1.6182,7.6381,-0.7770
Meditation,7.9000,1.4090,7.6201,-0.7808
Meditation,8.0000,1.6144,7.7685,-0.7805
Meditation,8.1000,1.5488,7.7330,-0.7838
Meditation,8.2000,1.5016,7.7016,-0.7945
Meditation,8.3000,1.4750,7.6641,-0.7874
Meditation,8.4000,1.4867,7.7157,-0.7777
Meditation,8.5000,1.3682,7.7278,-0.7936
Meditation,8.6000,1.4346,7.9007,-0.7893
Meditation,8.7000,1.4065,7.9760,-0.7887
Meditation,8.8000,1.4032,8.0416,-0.7918
Meditation,8.9000,1.4072,8.1244,-0.8022
Meditation,9.0000,1.3194,8.1023,-0.8208
Meditation,9.1000,1.3801,8.2022,-0.8172
Meditation,9.2000,1.3464,8.2364,-0.8272
Meditation,9.3000,1.3692,8.3223,-0.8310
Meditation,9.4000,1.4192,8.3874,-0.8292
Meditation,9.5000,1.3821,8.3452,-0.8224
Meditation,9.6000,1.4686,8.3308,-0.8006
Meditation,9.7000,1.4432,8.2927,-0.7846
Meditation,9.8000,1.4499,8.2447,-0.7782
Meditation,9.9000,1.4075,8.2345,-0.7863
Meditation,10.0000,1.2809,8.1962,-0.7963
Meditation,10.1000,1.3069,8.1072,-0.7773
Meditation,10.2000,1.3099,7.9484,-0.7692
Meditation,10.3000,1.3230,7.8061,-0.7559
Meditation,10.4000,1.3785,7.7340,-0.7497
Meditation,10.5000,1.3557,7.6642,-0.7551
Meditation,10.6000,1.5136,7.5809,-0.7337
Meditation,10.7000,1.5530,7.4951,-0.7306
Meditation,10.8000,1.5567,7.4341,-0.7163
Meditation,10.9000,1.5189,7.3620,-0.6895
Meditation,11.0000,1.4250,7.2801,-0.6818
Meditation,11.1000,1.4555,7.1915,-0.6529
Meditation,11.2000,1.4165,7.1691,-0.6704
Meditation,11.3000,1.4443,7.2161,-0.6961
Meditation,11.4000,1.4772,7.2640,-0.6961
Meditation,11.5000,1.4181,7.3197,-0.7046
Meditation,11.6000,1.4473,7.2794,-0.7029
Meditation,11.7000,1.4389,7.3067,-0.7221
Meditation,11.8000,1.4358,7.4015,-0.7528
Meditation,11.9000,1.4438,7.5519,-0.7706
Meditation,12.0000,1.3833,7.7589,-0.7940
Meditation,12.1000,1.4351,7.8360,-0.7878
Meditation,12.2000,1.4492,7.9303,-0.7942
Meditation,12.3000,1.5039,7.9719,-0.8049
Meditation,12.4000,1.5819,8.0007,-0.7951
Meditation,12.5000,1.5600,8.1141,-0.8062
Meditation,12.6000,1.6135,8.1115,-0.7893
Meditation,12.7000,1.5767,8.1387,-0.7858
Meditation,12.8000,1.5664,8.0829,-0.7872
Meditation,12.9000,1.5433,8.0121,-0.7811
Meditation,13.0000,1.4664,8.0867,-0.7974
Meditation,13.1000,1.4628,8.0778,-0.8077
Meditation,13.2000,1.4310,8.1571,-0.8477
Meditation,13.3000,1.4290,8.2243,-0.8871
Meditation,13.4000,1.4346,8.2717,-0.8925
Meditation,13.5000,1.4333,8.2819,-0.8957
Meditation,13.6000,1.4789,8.2647,-0.8780
Meditation,13.7000,1.4979,8.2511,-0.8739
Meditation,13.8000,1.4985,8.2334,-0.8732
Meditation,13.9000,1.4616,8.2351,-0.8710
Meditation,14.0000,1.3779,8.2240,-0.8811
Meditation,14.1000,1.3476,8.2366,-0.8799
Meditation,14.2000,1.2885,8.2690,-0.8874
Meditation,14.3000,1.3205,8.2517,-0.8785
Meditation,14.4000,1.3908,8.2440,-0.8633
Meditation,14.5000,1.3631,8.2247,-0.8612
Meditation,14.6000,1.3677,8.2415,-0.8443
Meditation,14.7000,1.3363,8.2680,-0.8345
Meditation,14.8000,1.3040,8.3761,-0.8342
Meditation,14.9000,1.2945,8.5034,-0.8379
Meditation,15.0000,1.2843,8.5559,-0.8323
Meditation,15.1000,1.3487,8.6770,-0.8042
Meditation,15.2000,1.3321,8.7482,-0.7969
Meditation,15.3000,1.3580,8.7270,-0.7963
Meditation,15.4000,1.3913,8.6179,-0.7913
Meditation,15.5000,1.3598,8.4946,-0.7934
Meditation,15.6000,1.4449,8.4167,-0.7742
Meditation,15.7000,1.4897,8.2220,-0.7787
Meditation,15.8000,1.4995,8.0570,-0.7772
Meditation,15.9000,1.5395,7.9467,-0.7579
Meditation,16.0000,1.5074,7.7959,-0.7479
Meditation,16.1000,1.5055,7.8267,-0.7431
Meditation,16.2000,1.4927,7.7396,-0.7301
Meditation,16.3000,1.4692,7.6993,-0.7273
Meditation,16.4000,1.4214,7.6648,-0.7294
Meditation,16.5000,1.3731,7.4791,-0.7307
Meditation,16.6000,1.3485,7.5863,-0.7297
Meditation,16.7000,1.2734,7.5870,-0.7424
Meditation,16.8000,1.2538,7.6614,-0.7532
Meditation,16.9000,1.2414,7.7457,-0.7571
Meditation,17.0000,1.2807,7.5947,-0.7520
Meditation,17.1000,1.3531,7.7556,-0.7443
Meditation,17.2000,1.3943,7.6789,-0.7328
Meditation,17.3000,1.4164,7.6805,-0.7310
Meditation,17.4000,1.4314,7.7127,-0.7151
Meditation,17.5000,1.4147,7.5315,-0.7116
Meditation,17.6000,1.4190,7.7125,-0.7185
Meditation,17.7000,1.4022,7.6096,-0.7202
Meditation,17.8000,1.4153,7.5742,-0.7188
Meditation,17.9000,1.4627,7.6537,-0.7193
Meditation,18.0000,1.4442,7.4526,-0.7107
Meditation,18.1000,1.3789,7.6391,-0.7000
Meditation,18.2000,1.2776,7.5563,-0.6980
Meditation,18.3000,1.2277,7.5641,-0.6975
Meditation,18.4000,1.2087,7.6425,-0.6993
Meditation,18.5000,1.1763,7.5531,-0.7048
Meditation,18.6000,1.2183,7.8011,-0.6933
Meditation,18.7000,1.2509,7.8063,-0.6897
Meditation,18.8000,1.3336,7.8045,-0.6899
Meditation,18.9000,1.3989,7.8109,-0.6830
Meditation,19.0000,1.3448,7.6243,-0.6945
Meditation,19.1000,1.3522,7.6512,-0.6778
Meditation,19.2000,1.3106,7.5454,-0.6713
Meditation,19.3000,1.2689,7.5475,-0.6798
Meditation,19.4000,1.2648,7.5555,-0.6851
Meditation,19.5000,1.2381,7.3527,-0.6961
Meditation,19.6000,1.2386,7.4738,-0.6970
Meditation,19.7000,1.2236,7.4755,-0.7069
Meditation,19.8000,1.2130,7.5726,-0.7171
Meditation,19.9000,1.1918,7.7538,-0.7193
Meditation,20.0000,1.1595,7.6161,-0.7236
Meditation,20.1000,1.1674,7.7480,-0.7164
Meditation,20.2000,1.1204,7.6397,-0.7156
Meditation,20.3000,1.0912,7.6135,-0.7173
Meditation,20.4000,1.0758,7.7160,-0.7250
Meditation,20.5000,1.0399,7.6346,-0.7260
Meditation,20.6000,1.0607,7.9383,-0.7467
Meditation,20.7000,1.0616,7.9054,-0.7471
Meditation,20.8000,1.0444,7.8617,-0.7393
Meditation,20.9000,1.0648,7.8483,-0.7311
Meditation,21.0000,1.0490,7.5434,-0.7180
Meditation,21.1000,1.0585,7.6973,-0.7237
Meditation,21.2000,1.0806,7.5809,-0.7277
Meditation,21.3000,1.1163,7.5210,-0.7265
Meditation,21.4000,1.1272,7.5588,-0.7234
Meditation,21.5000,1.0784,7.3774,-0.7273
Meditation,21.6000,1.0904,7.6183,-0.7305
Meditation,21.7000,1.0523,7.6126,-0.7377
Meditation,21.8000,1.0513,7.6420,-0.7364
Meditation,21.9000,1.0481,7.6685,-0.7356
Meditation,22.0000,1.0196,7.5094,-0.7385
Meditation,22.1000,1.1007,7.7561,-0.7498
Meditation,22.2000,1.1544,7.8088,-0.7590
Meditation,22.3000,1.2072,7.9124,-0.7589
Meditation,22.4000,1.2416,8.0390,-0.7613
Meditation,22.5000,1.1573,7.9098,-0.7736
Meditation,22.6000,1.1698,8.0423,-0.7703
Meditation,22.7000,1.1020,7.9952,-0.7754
Meditation,22.8000,1.0756,7.9990,-0.7791
Meditation,22.9000,1.0575,8.0144,-0.7699
Meditation,23.0000,0.9806,7.8854,-0.7720
Meditation,23.1000,1.0591,7.9114,-0.7750
Meditation,23.2000,1.0645,7.8299,-0.7728
Meditation,23.3000,1.1160,7.9080,-0.7773
Meditation,23.4000,1.2036,8.0833,-0.7826
Meditation,23.5000,1.2250,8.0973,-0.7771
Meditation,23.6000,1.2844,8.2474,-0.7804
Meditation,23.7000,1.2751,8.1657,-0.7811
Meditation,23.8000,1.2583,8.0463,-0.7701
Meditation,23.9000,1.2824,8.0076,-0.7659
Meditation,24.0000,1.2093,7.8856,-0.7614
Meditation,24.1000,1.1835,8.0087,-0.7621
Meditation,24.2000,1.1154,8.0092,-0.7656
Meditation,24.3000,1.0925,8.0069,-0.7619
Meditation,24.4000,1.0850,8.0015,-0.7500
Meditation,24.5000,0.9859,7.8809,-0.7226
Meditation,24.6000,0.9756,7.9637,-0.7107
Meditation,24.7000,0.8558,8.0433,-0.7171
Meditation,24.8000,0.7624,8.1861,-0.7236
Meditation,24.9000,0.7258,8.2776,-0.7268
Meditation,25.0000,0.6326,8.2522,-0.7303
Meditation,25.1000,0.7371,8.3578,-0.7480
Meditation,25.2000,0.7647,8.4297,-0.7619
Meditation,25.3000,0.8312,8.5388,-0.7834
Meditation,25.4000,0.9019,8.6024,-0.7851
Meditation,25.5000,0.8492,8.5707,-0.7882
Meditation,25.6000,0.9460,8.5876,-0.7971
Meditation,25.7000,0.9408,8.5571,-0.8033
Meditation,25.8000,0.9537,8.5539,-0.8022
Meditation,25.9000,0.9857,8.6032,-0.8121
Meditation,26.0000,0.9335,8.6085,-0.8212
Meditation,26.1000,1.0350,8.6875,-0.8144
Meditation,26.2000,1.0148,8.7742,-0.8082
Meditation,26.3000,1.0143,8.8564,-0.8171
Meditation,26.4000,1.0056,8.8824,-0.8271
Meditation,26.5000,0.9944,8.8700,-0.8296
Meditation,26.6000,1.0064,8.8777,-0.8302
Meditation,26.7000,1.0339,8.9751,-0.8400
Meditation,26.8000,1.0826,9.0726,-0.8549
Meditation,26.9000,1.1480,9.1175,-0.8507
Meditation,27.0000,1.0628,9.1049,-0.8389
Meditation,27.1000,1.1001,9.0945,-0.8346
Meditation,27.2000,1.0891,9.0650,-0.8299
Meditation,27.3000,1.1390,9.0884,-0.8296
Meditation,27.4000,1.2029,9.1411,-0.8285
Meditation,27.5000,1.2596,9.1629,-0.8191
Meditation,27.6000,1.2705,9.2085,-0.8196
Meditation,27.7000,1.2503,9.2461,-0.8239
Meditation,27.8000,1.2139,9.2548,-0.8211
Meditation,27.9000,1.2041,9.2391,-0.8280
Meditation,28.0000,1.1129,9.2034,-0.8311
Meditation,28.1000,1.1997,9.1734,-0.8371
Meditation,28.2000,1.2182,9.2202,-0.8374
Meditation,28.3000,1.2601,9.2348,-0.8310
Meditation,28.4000,1.3263,9.2783,-0.8312
Meditation,28.5000,1.4104,9.3304,-0.8377
Meditation,28.6000,1.4947,9.3553,-0.8418
Meditation,28.7000,1.5441,9.3380,-0.8516
Meditation,28.8000,1.5812,9.2640,-0.8358
Meditation,28.9000,1.6115,9.2138,-0.8042
Meditation,29.0000,1.5022,9.0649,-0.7847
Meditation,29.1000,1.5394,9.0823,-0.7801
Meditation,29.2000,1.4429,9.0641,-0.7898
Meditation,29.3000,1.4150,9.0801,-0.7987
Meditation,29.4000,1.3657,9.1040,-0.8031
Meditation,29.5000,1.3501,9.0857,-0.7954
Meditation,29.6000,1.3334,9.0485,-0.7957
Meditation,29.7000,1.2913,9.0260,-0.7946
Meditation,29.8000,1.2587,9.0396,-0.8015
Meditation,29.9000,1.2353,9.1012,-0.8088
Meditation,30.0000,1.1680,9.0551,-0.8238
Meditation,30.1000,1.2601,9.1229,-0.8301
Meditation,30.2000,1.2489,9.0738,-0.8157
Meditation,30.3000,1.2616,9.0932,-0.8207
Meditation,30.4000,1.2753,9.2249,-0.8404
Meditation,30.5000,1.2840,9.3958,-0.8603
Meditation,30.6000,1.2966,9.5669,-0.8690
Meditation,30.7000,1.3102,9.7252,-0.8819
Meditation,30.8000,1.3333,9.8517,-0.8952
Meditation,30.9000,1.3775,9.9313,-0.9023
Meditation,31.0000,1.3507,9.8859,-0.8931
Meditation,31.1000,1.4576,9.8812,-0.8833
Meditation,31.2000,1.4417,9.8730,-0.8889
Meditation,31.3000,1.4045,9.9231,-0.8937
Meditation,31.4000,1.4241,9.9827,-0.9055
Meditation,31.5000,1.4613,10.0295,-0.9060
Meditation,31.6000,1.4780,10.0512,-0.9033
Meditation,31.7000,1.5069,10.0421,-0.8940
Meditation,31.8000,1.5018,10.0345,-0.8941
Meditation,31.9000,1.4908,10.0462,-0.9159
Meditation,32.0000,1.4142,10.0066,-0.9283
Meditation,32.1000,1.5229,10.0417,-0.9312
Meditation,32.2000,1.5840,10.0518,-0.9418
Meditation,32.3000,1.6498,10.0806,-0.9421
Meditation,32.4000,1.6445,10.1020,-0.9425
Meditation,32.5000,1.6230,10.1518,-0.9383
Meditation,32.6000,1.5627,10.2089,-0.9448
Meditation,32.7000,1.4943,10.2656,-0.9518
Meditation,32.8000,1.4764,10.2086,-0.9468
Meditation,32.9000,1.4906,10.1088,-0.9229
Meditation,33.0000,1.4096,9.9873,-0.9204
Meditation,33.1000,1.4512,9.9506,-0.9088
Meditation,33.2000,1.3942,9.8012,-0.8989
Meditation,33.3000,1.3707,9.6493,-0.8815
Meditation,33.4000,1.4115,9.5147,-0.8776
Meditation,33.5000,1.4495,9.3943,-0.8780
Meditation,33.6000,1.4428,9.3299,-0.8763
Meditation,33.7000,1.4152,9.3090,-0.9038
Meditation,33.8000,1.3696,9.2460,-0.9061
Meditation,33.9000,1.3570,9.2130,-0.9073
Meditation,34.0000,1.2352,9.1364,-0.9047
Meditation,34.1000,1.3124,9.1378,-0.9012
Meditation,34.2000,1.3036,9.0842,-0.9146
Meditation,34.3000,1.2652,9.0595,-0.9278
Meditation,34.4000,1.2666,9.0529,-0.9298
Meditation,34.5000,1.3234,9.1302,-0.9414
Meditation,34.6000,1.3770,9.2271,-0.9487
Meditation,34.7000,1.4318,9.2935,-0.9411
Meditation,34.8000,1.4939,9.3769,-0.9475
Meditation,34.9000,1.5233,9.4795,-0.9568
Meditation,35.0000,1.4569,9.5248,-0.9668
Meditation,35.1000,1.4690,9.5504,-0.9514
Meditation,35.2000,1.4176,9.5345,-0.9410
Meditation,35.3000,1.3836,9.4756,-0.9424
Meditation,35.4000,1.3810,9.4582,-0.9351
Meditation,35.5000,1.4088,9.4702,-0.9286
Meditation,35.6000,1.4506,9.4786,-0.9295
Meditation,35.7000,1.4763,9.4389,-0.9214
Meditation,35.8000,1.4704,9.3981,-0.9192
Meditation,35.9000,1.4737,9.3082,-0.9158
Meditation,36.0000,1.3314,9.3066,-0.9205
Meditation,36.1000,1.3385,9.2074,-0.9238
Meditation,36.2000,1.2985,9.1666,-0.9320
Meditation,36.3000,1.2824,9.0839,-0.9341
Meditation,36.4000,1.2518,9.0101,-0.9284
Meditation,36.5000,1.2199,8.9981,-0.9404
Meditation,36.6000,1.2138,9.0101,-0.9540
Meditation,36.7000,1.2204,9.0176,-0.9550
Meditation,36.8000,1.2568,9.0875,-0.9687
Meditation,36.9000,1.3368,9.0878,-0.9788
Meditation,37.0000,1.3320,9.1386,-0.9760
Meditation,37.1000,1.4096,9.1397,-0.9721
Meditation,37.2000,1.4099,9.2551,-0.9959
Meditation,37.3000,1.4375,9.3262,-1.0101
Meditation,37.4000,1.4136,9.3646,-1.0044
Meditation,37.5000,1.4139,9.3420,-1.0048
Meditation,37.6000,1.4415,9.2636,-1.0044
Meditation,37.7000,1.4371,9.1830,-1.0129
Meditation,37.8000,1.4384,9.1013,-1.0050
Meditation,37.9000,1.4844,9.0556,-1.0033
Meditation,38.0000,1.4822,9.0447,-1.0040
Meditation,38.1000,1.5681,9.0296,-0.9967
Meditation,38.2000,1.5808,9.0417,-1.0032
Meditation,38.3000,1.6269,9.0099,-1.0010
Meditation,38.4000,1.6388,8.8904,-0.9875
Meditation,38.5000,1.6201,8.7669,-0.9864
Meditation,38.6000,1.6416,8.6587,-0.9743
Meditation,38.7000,1.6483,8.5976,-0.9664
Meditation,38.8000,1.6567,8.5566,-0.9616
Meditation,38.9000,1.6994,8.5190,-0.9459
Meditation,39.0000,1.6748,8.5127,-0.9585
Meditation,39.1000,1.7805,8.4635,-0.9494
Meditation,39.2000,1.8123,8.4436,-0.9360
Meditation,39.3000,1.8231,8.4516,-0.9271
Meditation,39.4000,1.7810,8.4484,-0.9223
Meditation,39.5000,1.7717,8.4572,-0.9213
Meditation,39.6000,1.7431,8.4724,-0.9268
Meditation,39.7000,1.7204,8.4744,-0.9297
Meditation,39.8000,1.6926,8.5237,-0.9473
Meditation,39.9000,1.6474,8.6107,-0.9626
Meditation,40.0000,1.5170,8.7574,-0.9868
Meditation,40.1000,1.5513,8.7243,-0.9715
Meditation,40.2000,1.5005,8.7118,-0.9676
Meditation,40.3000,1.4792,8.6884,-0.9599
Meditation,40.4000,1.4751,8.6908,-0.9704
Meditation,40.5000,1.4703,8.7254,-0.9721
Meditation,40.6000,1.4495,8.8301,-0.9841
Meditation,40.7000,1.4186,8.9054,-0.9949
Meditation,40.8000,1.4060,8.8702,-0.9934
Meditation,40.9000,1.4053,8.7731,-0.9953
Meditation,41.0000,1.3294,8.7706,-0.9982
Meditation,41.1000,1.4124,8.6687,-0.9832
Meditation,41.2000,1.4245,8.7565,-0.9990
Meditation,41.3000,1.4163,8.7975,-1.0064
Meditation,41.4000,1.4378,8.8346,-1.0161
Meditation,41.5000,1.4953,8.8776,-1.0496
Meditation,41.6000,1.5510,8.9249,-1.0801
Meditation,41.7000,1.5850,8.9202,-1.0834
Meditation,41.8000,1.6344,8.8832,-1.0869
Meditation,41.9000,1.7274,8.8088,-1.0890
Meditation,42.0000,1.7385,8.7442,-1.0855
Meditation,42.1000,1.8431,8.6312,-1.0650
Meditation,42.2000,1.8324,8.4593,-1.0629
Meditation,42.3000,1.8146,8.2601,-1.0371
Meditation,42.4000,1.7405,8.1565,-1.0365
Meditation,42.5000,1.6307,8.0360,-1.0281
Meditation,42.6000,1.5640,7.8913,-1.0205
Meditation,42.7000,1.5302,7.8048,-1.0180
Meditation,42.8000,1.4842,7.7670,-1.0020
Meditation,42.9000,1.4896,7.7349,-0.9863
Meditation,43.0000,1.3863,7.8134,-0.9975
Meditation,43.1000,1.4149,7.7743,-0.9988
Meditation,43.2000,1.3825,7.7889,-1.0051
Meditation,43.3000,1.4608,7.7497,-0.9975
Meditation,43.4000,1.5258,7.7179,-0.9954
Meditation,43.5000,1.5572,7.7063,-0.9853
Meditation,43.6000,1.6104,7.7011,-0.9825
Meditation,43.7000,1.6839,7.7024,-0.9860
Meditation,43.8000,1.7321,7.7225,-0.9895
Meditation,43.9000,1.7897,7.7407,-0.9825
Meditation,44.0000,1.7153,7.9256,-0.9961
Meditation,44.1000,1.7933,7.9153,-0.9868
Meditation,44.2000,1.7710,7.9926,-0.9900
Meditation,44.3000,1.7741,8.0198,-1.0069
Meditation,44.4000,1.7522,8.0288,-1.0111
Meditation,44.5000,1.7329,8.0791,-1.0187
Meditation,44.6000,1.7055,8.1415,-1.0259
Meditation,44.7000,1.6963,8.1649,-1.0116
Meditation,44.8000,1.6799,8.1731,-0.9895
Meditation,44.9000,1.6845,8.1347,-0.9669
Meditation,45.0000,1.5997,8.2257,-0.9847
Meditation,45.1000,1.6979,8.1639,-0.9697
Meditation,45.2000,1.7127,8.1505,-0.9497
Meditation,45.3000,1.7747,8.0506,-0.9238
Meditation,45.4000,1.8241,7.9439,-0.9126
Meditation,45.5000,1.8443,7.9500,-0.9132
Meditation,45.6000,1.8335,8.0227,-0.9282
Meditation,45.7000,1.8304,8.0402,-0.9353
Meditation,45.8000,1.8497,8.0471,-0.9381
Meditation,45.9000,1.8613,8.0636,-0.9434
Meditation,46.0000,1.7242,8.1769,-0.9693
Meditation,46.1000,1.7536,8.1504,-0.9564
Meditation,46.2000,1.6903,8.2109,-0.9646
Meditation,46.3000,1.6896,8.2248,-0.9733
Meditation,46.4000,1.6925,8.1775,-0.9740
Meditation,46.5000,1.6923,8.0963,-0.9591
Meditation,46.6000,1.6601,8.0517,-0.9609
Meditation,46.7000,1.6093,8.0458,-0.9733
Meditation,46.8000,1.5685,7.9774,-0.9643
Meditation,46.9000,1.5491,7.8780,-0.9615
Meditation,47.0000,1.4354,7.7716,-0.9865
Meditation,47.1000,1.4490,7.6037,-0.9749
Meditation,47.2000,1.3780,7.4824,-0.9895
Meditation,47.3000,1.3240,7.4343,-0.9883
Meditation,47.4000,1.3111,7.3841,-0.9904
Meditation,47.5000,1.3245,7.2796,-0.9742
Meditation,47.6000,1.3354,7.1479,-0.9541
Meditation,47.7000,1.3112,7.0196,-0.9334
Meditation,47.8000,1.2940,6.8881,-0.9172
Meditation,47.9000,1.3355,6.7684,-0.8998
Meditation,48.0000,1.3087,6.5945,-0.9001
Meditation,48.1000,1.3716,6.4642,-0.8795
Meditation,48.2000,1.3412,6.4224,-0.8857
Meditation,48.3000,1.3332,6.3687,-0.8845
Meditation,48.4000,1.3127,6.2690,-0.8675
Meditation,48.5000,1.3000,6.2530,-0.8703
Meditation,48.6000,1.2376,6.3117,-0.8969
Meditation,48.7000,1.1651,6.4076,-0.9154
Meditation,48.8000,1.1361,6.5201,-0.9357
Meditation,48.9000,1.1530,6.6178,-0.9566
Meditation,49.0000,1.1098,6.6766,-0.9822
Meditation,49.1000,1.1516,6.7869,-0.9711
Meditation,49.2000,1.1120,6.8425,-0.9809
Meditation,49.3000,1.0652,6.8638,-0.9771
Meditation,49.4000,1.0269,6.8845,-0.9864
Meditation,49.5000,0.9927,6.8906,-0.9935
